projectname,classification,commenttext
hibernate-distribution-3.3.2.GA,DESIGN,"// TODO: Should this really return null?  If not, figure out something better to do here."
argouml,DESIGN,"/**
	 * When we change the type, we need to create a new Initial Value. And
	 * to display the Panel
	 *
	 * TODO: if we select the same type that the current, do nothing.
	 */"
jEdit-4.2,IMPLEMENTATION,"/*
		Debug utils are static so that they are reachable by code that doesn't
		necessarily have an interpreter reference (e.g. tracing in utils).
		In the future we may want to allow debug/trace to be turned on on
		a per interpreter basis, in which case we'll need to use the parent 
		reference in some way to determine the scope of the command that 
		turns it on or off.
	*/"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// show the grid lines, to turn it off, set it to zero"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ updateEveryTime() method
argouml,WITHOUT_CLASSIFICATION,/* Do nothing by default. */
columba-1.4-src,WITHOUT_CLASSIFICATION,// create a virtual folder with all messages holding this tag
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//success: proceed with more steps
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ShowBufferMenuItem class
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */"
sql12,WITHOUT_CLASSIFICATION,// i18n[syntax.prefUsePlain=Use plain editor]
argouml,WITHOUT_CLASSIFICATION,// set the name to a different value
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// reset for reuse
jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
			Try super import if available
			Note: we do this last to allow explicitly imported classes
			and packages to take priority.  This method will also throw an
			error indicating ambiguity if it exists...
		*/"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,// non-delete when null => clear field and add text
jruby-1.4.0,WITHOUT_CLASSIFICATION,// fields needed for dispatch and such
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no fields to compute...
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Scroll vertically
sql12,WITHOUT_CLASSIFICATION,"// Column is in table 2, but not table 1 - how else would we get // here??"
argouml,IMPLEMENTATION,// TODO Expression and InstanceValue (how) // If anyone have an example.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ createBrowserMenuItems() method
sql12,WITHOUT_CLASSIFICATION,// If the user wants the primary key copied and the source session // isn't Axion (Axion throws SQLException for getPrimaryKeys())
columba-1.4-src,WITHOUT_CLASSIFICATION,// found cached instance // -> re-use this instance and remove it from cache
sql12,WITHOUT_CLASSIFICATION,"// // handle mouse events for double-click creation of popup dialog. // This happens only in the JTextField, not the JTextArea, so we can // make this an inner class within this method rather than a separate // inner class as is done with the KeyTextHandler class. //"
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// no args, no block"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// temporary ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// reset previous result
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// once hasNext has been called, we commit to next() returning // the entry it found, even if it were subsequently deleted"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.event.DocumentListener#changedUpdate(javax.swing.event.DocumentEvent)
     */"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLComboBoxModel#buildModelList()
     */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// *store_1 // each type
sql12,WITHOUT_CLASSIFICATION,// Here we do the Replacement
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1239
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.event.ListSelectionListener#valueChanged(javax.swing.event.ListSelectionEvent)
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * Javadoc copied from base class.
   */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// return ;
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* shapeFilled=*/
emf-2.4.1,WITHOUT_CLASSIFICATION,// Kick of a Java build if not already in a build. //
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,// These must not be internationalized since SQL tokens must be in  // English //No I18N //No I18N
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#buildModelList()
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getLineCount() method
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* RubyString aka rb_string_value */
jEdit-4.2,WITHOUT_CLASSIFICATION,//case 3:
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"/*
     * returns non null IBM JDK 1.3 Linux
     */"
hibernate-distribution-3.3.2.GA,DESIGN,/////////////////////////////////////////////////////////////////////////// // USED ONLY FOR REGRESSION TESTING!!!! // // todo : obviously get rid of all this junk ;) ///////////////////////////////////////////////////////////////////////////
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// ignoreZeroValues
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ createPosition() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,"/*
	 * DataBase-related functions
	 */"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, if a sibling feature was found, iterate through the children features to find the index of // the child feature...  //"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,// Extent ignored for eUML2 implementation (required for NetBeans MDR)
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// Just print a message, like the previous versions of this class did"
sql12,WITHOUT_CLASSIFICATION,// do not recognize this button request
sql12,WITHOUT_CLASSIFICATION,// NOI18N
jruby-1.4.0,WITHOUT_CLASSIFICATION,// 5 -> e+nnn / e-nnn
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Ignore
emf-2.4.1,WITHOUT_CLASSIFICATION,"// For isSet, we only need to check the bit and return -1 when the bit is 0. //"
argouml,WITHOUT_CLASSIFICATION,// No problem if this is an association role.
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* compstmt position includes both parens around it*/
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// set axis bounds to be both greater than 1
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//log.debug(""domain property = "" + element.getProperty(""domain""));"
sql12,WITHOUT_CLASSIFICATION,// string used as error indicator and description of problems seen // when checking for 0 or mulitple matches in DB
columba-1.4-src,WITHOUT_CLASSIFICATION,// add to folder
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// consider time periods to be ordered after general objects
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1111
jEdit-4.2,WITHOUT_CLASSIFICATION,// protected members
argouml,WITHOUT_CLASSIFICATION,// Store constraint body
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ maybeReloadDirectory() method
jEdit-4.2,WITHOUT_CLASSIFICATION,/* Returns the node currently on the top of the stack. */
columba-1.4-src,WITHOUT_CLASSIFICATION,// no match with mailto link tags
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ shiftIndentLeft() method
columba-1.4-src,WITHOUT_CLASSIFICATION,//		popupMenu.setFocusable( false ); //		popupMenu.setRequestFocusEnabled(false); 
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Instance variables
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// aload_0 // load this
emf-2.4.1,WITHOUT_CLASSIFICATION,"//(new AddCommand(domain, mapping, mapping.ePackageMapping().getMapping_Nested(), siblingsToReparent));"
argouml,DESIGN,// TODO asArgument??
jruby-1.4.0,DESIGN,// FIXME: this probably belongs in a different package.
jEdit-4.2,WITHOUT_CLASSIFICATION,/*@bgen(jjtree) WhileStatement */
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//do a check for the destination file existing
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// check there is a GUI
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// draw the range grid lines, if any..."
jruby-1.4.0,WITHOUT_CLASSIFICATION,// remain where we are
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1079
argouml,WITHOUT_CLASSIFICATION,// Remember what handle was clicked for the case where the drag // is released over empty space
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Construct local variables based on parameter names passed in
argouml,WITHOUT_CLASSIFICATION,/* This will contain the Figs that we do not need anymore: */
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*
     * The returned list of Figs is sorted according layout: from top to bottom.
     */"
argouml,WITHOUT_CLASSIFICATION,// Guaranteed to return a non-null array
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// null sql means that the only lazy properties // are shared PK one-to-one associations which are // handled differently in the Type#nullSafeGet code...
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 31 of value (byte) -19
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ BrowserHandler class
columba-1.4-src,WITHOUT_CLASSIFICATION,// register all extensions
argouml,WITHOUT_CLASSIFICATION,"/*
     * This function only sets the color of the divider line 
     * (since that is the only visible part), and can be used to make 
     * the divider line invisible for the top region in a composite state.
     * 
     * @see org.tigris.gef.presentation.Fig#setLineColor(java.awt.Color)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,// initialize the event listener trackers which // verify that all of the proper events were fired
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jruby-1.4.0,WITHOUT_CLASSIFICATION,// args should be before block
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getHighlightInterval() method
argouml,DESIGN,// TODO: We should really be passing the default settings to // the diagram factory so they get set at creation time
sql12,WITHOUT_CLASSIFICATION,// PostgreSQL uses literal values true/false instead of 1/0.
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
sql12,WITHOUT_CLASSIFICATION,"// user said to insert, so collect all the data from the // JTable and send it to the DataSetViewer for insertion // into DB and on-screen tables"
argouml,WITHOUT_CLASSIFICATION,// found a concrete subclass
columba-1.4-src,WITHOUT_CLASSIFICATION,// set source folder UID
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,//SessionFactory name:
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getStringCase() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ updateEveryTime() method
jruby-1.4.0,WITHOUT_CLASSIFICATION,// generate constants initialization code
columba-1.4-src,DESIGN,// turn of focus stealing (workaround should be removed in the // future!)
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ removeAllActions() method
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
	 * @see com.mockobjects.sql.MockDatabaseMetaData#supportsDataDefinitionAndDataManipulationTransactions()
	 */"
argouml,WITHOUT_CLASSIFICATION,// calculate the higher and lower Figs
jruby-1.4.0,DESIGN,// FIXME: This is almost entirely duplicated from Main.java
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getLineEndOffset() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ addOrRemoveMarker() method
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ recordMacro() method
sql12,WITHOUT_CLASSIFICATION,// convert number conversion issue into IO issue for consistancy
sql12,WITHOUT_CLASSIFICATION,// create trigger sql for column that is to be auto-incremented
sql12,WITHOUT_CLASSIFICATION,// this is expected
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// ignore
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()
     */"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.FigText#setTextFilled(boolean)
     */"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// null watchdog means no timeout, you'd better not check with null"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,WITHOUT_CLASSIFICATION,//To change body of implemented methods use File | Settings | File Templates.
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // critiquing
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetRemoved(org.argouml.ui.targetmanager.TargetEvent)
     */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// If this dot has already been resolved, stop now."
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Save cache information
emf-2.4.1,WITHOUT_CLASSIFICATION,// Now we could check that the adapter implements interface ITableItemColorProvider. //
jEdit-4.2,WITHOUT_CLASSIFICATION,// Begin BeanShell Modification - constructor
emf-2.4.1,WITHOUT_CLASSIFICATION,// Fill 6 of value (byte) 49 // Fill 2 of value (byte) -71
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"// create folders, etc."
columba-1.4-src,WITHOUT_CLASSIFICATION,// set sort-string/displayname
columba-1.4-src,WITHOUT_CLASSIFICATION,// listener updates menu in case the tags where changed
sql12,WITHOUT_CLASSIFICATION,// test that the string is valid by converting it into an // object of this data type
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/* line visible = */
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// if template is null we just write the function out as it appears in the hql statement
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// we start to iterate through the elements
emf-2.4.1,WITHOUT_CLASSIFICATION,// This should be consistent with paintControl(). // 
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the top axes
argouml,WITHOUT_CLASSIFICATION,// Test both forms of addBaseClass
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// write namespace declarations
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow the mimetype of the file to control the content type
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Active threads in this group
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// CASE 2 : Comparing to another TimePeriod object // -----------------------------------------------
jEdit-4.2,WITHOUT_CLASSIFICATION,// use old property name for backwards compatibility
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.util.Collection#addAll(java.util.Collection)
     */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
sql12,DESIGN,// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables. // -8 is ROWID in Oracle.
sql12,WITHOUT_CLASSIFICATION,/* Pick a tableInfo to remove and replace */
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// draw the bar...
jruby-1.4.0,WITHOUT_CLASSIFICATION,// trim extension to try other options
columba-1.4-src,WITHOUT_CLASSIFICATION,// select current day
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// Unfortunately, the number of digits in the exponent is // not clearly defined in Ruby documentation. This is a // platform/version-dependent behavior. On Linux/Mac/Cygwin/*nix, // two digits are used. On Windows, 3 digits are used. // It is desirable for JRuby to have consistent behavior, and // the two digits behavior was selected. This is also in sync // with ""Java-native"" sprintf behavior (java.util.Formatter). // E or e"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ setDigitRegexp() method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,/*JFreeChart chart =*/
argouml,DESIGN,"/**
     * Initialize the ArgoUML application version, so that
     * {@link ApplicationVersion#getVersion()} doesn't return null.
     *
     * @throws Exception if something goes wrong...
     * TODO: move this to an helper class.
     */"
jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// bi (degree 2)
jruby-1.4.0,WITHOUT_CLASSIFICATION,// call getpwent to fail early if unsupported
sql12,WITHOUT_CLASSIFICATION,// i18n[KeywordsTab.title=Keywords]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ save() method
jruby-1.4.0,WITHOUT_CLASSIFICATION,// ?-  | boolean | True if file1 and file2 are identical
jruby-1.4.0,WITHOUT_CLASSIFICATION,// block given
argouml,DESIGN,// TODO: Needs work. Must determine which Figs enclosed // in the pool are within the bounds of this Fig // and translate those.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ updateWrapSettings() method
argouml,WITHOUT_CLASSIFICATION,"/*
         * @see javax.swing.table.TableModel#setValueAt( java.lang.Object, int,
         * int)
         */"
argouml,WITHOUT_CLASSIFICATION,// case 1
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// remove all old elements
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Add any assertion that failed as children of the sample node
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// ok, we have fast paths"
columba-1.4-src,WITHOUT_CLASSIFICATION,// register for changes to editor type (text / html)
argouml,WITHOUT_CLASSIFICATION,// ignored
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ moveUp() method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// RIGHT
jEdit-4.2,WITHOUT_CLASSIFICATION,/*@bgen(jjtree) EnhancedForStatement */
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// wait for Post threads to stop
hibernate-distribution-3.3.2.GA,DESIGN,"// null or brand new collection // this will also (inefficiently) handle arrays, which have // no snapshot, so we can't do any better"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Unique Barrier creation ensured by synchronized setup
argouml,WITHOUT_CLASSIFICATION,// reuse time event:
jruby-1.4.0,WITHOUT_CLASSIFICATION,"/*
     * @param nv number of times to cycle or -1 to cycle indefinitely
     */"
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
JPanel panel = new JPanel();
panel.setLayout( new BoxLayout( panel, BoxLayout.X_AXIS ) );
panel.add( hostLabel );
centerPanel.add( panel );
*/"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// In case of BSF and JSR elements i want to add textAreaEditor as a listener to scriptLanguage ComboBox.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getRequestCount() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// This class is not serialised // The interpreter instance for this class
emf-2.4.1,WITHOUT_CLASSIFICATION,// Just print an error message.
emf-2.4.1,WITHOUT_CLASSIFICATION,// ListChange
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Note: includes part of fix for JRUBY-1339
argouml,IMPLEMENTATION,// TODO: treat Message
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ActionHandler class
columba-1.4-src,WITHOUT_CLASSIFICATION,// create filter
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// majorTickStroke
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// do the ""singleton"" initialization"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Allow the mimetype of the file to control the content type
columba-1.4-src,WITHOUT_CLASSIFICATION,// check value before :
columba-1.4-src,WITHOUT_CLASSIFICATION,// Find the index of the largest local Uid
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// delete the directory
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// END: check d0
sql12,WITHOUT_CLASSIFICATION,"// final IObjectTreeAPI api = Compat.getIObjectTreeAPI(session, this);"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 720
argouml,WITHOUT_CLASSIFICATION,// set enabled to false and check the opposite condition
argouml,WITHOUT_CLASSIFICATION,// On uniprocessors wait until we're sure the splash screen // has been painted so that we aren't competing for resources
columba-1.4-src,WITHOUT_CLASSIFICATION,// disable time pickers
argouml,WITHOUT_CLASSIFICATION,// Added to the arrow type for navigable
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// we dispose resources we own but user must dispose gc
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getFileFilter() method
argouml,WITHOUT_CLASSIFICATION,// Create popup tool if we have a single row
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// are any of the above out of date. // we find the implementation classes and see if they are older than any // of the above or the .ser file itself.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// try null calendar
argouml,WITHOUT_CLASSIFICATION,// Only the bigPort may be filled
columba-1.4-src,WITHOUT_CLASSIFICATION,// ======== contactPanel ========
emf-2.4.1,WITHOUT_CLASSIFICATION,// no-op
columba-1.4-src,WITHOUT_CLASSIFICATION,"// ""new value"" is used to pass on the delay"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// now make a change to the renderer and see if it triggers a plot // change event...
argouml,WITHOUT_CLASSIFICATION,/* end class ProjectMemberModel */
columba-1.4-src,WITHOUT_CLASSIFICATION,// message already exists
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getFoldColor() method
sql12,WITHOUT_CLASSIFICATION,// Folder to store user settings.
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,"// our parent is another dot node, meaning we are being further dereferenced. // thus we need to generate a join unless the parent refers to the associated // entity's PK (because 'our' table would know the FK)."
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// This string is used to identify local test runs, so must not be a valid host name // $NON-NLS-1$"
jfreechart-1.0.19,DESIGN,// TODO: check threshold
sql12,WITHOUT_CLASSIFICATION,// Have we already dumped a stack trace for the current event dispatch?
argouml,WITHOUT_CLASSIFICATION,"/*
             * The following calls are ORDER DEPENDENT. Not sure why, but the
             * layer add must come before the model add or we'll end up with
             * duplicate figures in the diagram. - tfm
             */"
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// zero args, no block; do nothing"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Ignore
argouml,WITHOUT_CLASSIFICATION,// setup the Project due to its use in SourcePathTableModel ctor
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Can we produce IOError which bypasses a close?
columba-1.4-src,WITHOUT_CLASSIFICATION,// get header
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
     * @see net.sourceforge.squirrel_sql.fw.sql.ISQLDatabaseMetaData#getPrimaryKeys(net.sourceforge.squirrel_sql.fw.sql.ITableInfo)
     * 
     * @deprecated use getPrimaryKey instead
     */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// paint right inside border // g2d.setPaint(p2);
sql12,WITHOUT_CLASSIFICATION,// the whole clob has been previously read in
emf-2.4.1,WITHOUT_CLASSIFICATION,// Look for a likely plugin name. //
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// test 2...
columba-1.4-src,WITHOUT_CLASSIFICATION,// to lower case
argouml,WITHOUT_CLASSIFICATION,// TODO: Localize
sql12,WITHOUT_CLASSIFICATION,// i18n[TableExportCsvCommand.failedToWriteFile=Failed to write file\n{0}\nError message\n{1}\nSee last log entry for details.]
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// ---------------------------- javadoc2 arguments for default doclet
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}} //}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getRootElements() method
argouml,WITHOUT_CLASSIFICATION,"/* Force the line-width to 0, since the FigGroup that contains the 
     * stereotype may want to show a border, but we don't. */"
sql12,WITHOUT_CLASSIFICATION,"// Create the analysis dialog using the EDT, and wait for it to finish."
columba-1.4-src,WITHOUT_CLASSIFICATION,// regexp for correct timestamp
jruby-1.4.0,WITHOUT_CLASSIFICATION,// now emit bodies
argouml,WITHOUT_CLASSIFICATION,"// There was a comment saying that the below has no cycles, but // Classycle thinks there's a cycle here too, so I believe there // really is one - tfm 20070702 //            ""org.argouml.uml.cognitive.critics"","
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Return false here
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//if-isFile //for
apache-ant-1.7.0,DESIGN,// XXX maybe use reflection to addPathElement (other patterns ?)
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// ( (Column) ( (SimpleValue) ic.getIndex() ).getColumnIterator().next() // ).setNullable(false);
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// if the axis is not visible, don't draw it..."
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
emf-2.4.1,WITHOUT_CLASSIFICATION,// Initialize classes and features; add operations and parameters
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ HelpNode constructor
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// determine the space required for the axis
sql12,WITHOUT_CLASSIFICATION,// i18n[RefactoringPreferencesPanel.prefsToolTip=Table names appear in scripts as SCHEMA.TABLE]
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLUserInterfaceComponent#targetChanged()
     */"
sql12,WITHOUT_CLASSIFICATION,// Some drivers for both MS SQL and Sybase don't return guest as // a schema name.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ searchInSelection() method
columba-1.4-src,DOCUMENTATION,"/**
	 * **FIXME** This function needs documentation
	 * 
	 * @return boolean
	 * @param XmlElement
	 *            E
	 *  
	 */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Containing class...The parent of Object is null. Object should always be last in chain.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getRectParams() method
argouml,DESIGN,"/**
 * GenericArgoMenuBar defines the menu bar for all operating systems which do
 * not explicitly ask for a different kind of menu bar, such as Mac OS X.
 * <p>
 *
 * Menu's and the mnemonics of menu's and the menuitems are separated in the
 * PropertyResourceBundle <em>menu.properties</em>.
 * <p>
 *
 * menu items are separated in the PropertyResourceBundle
 * <em>action.properties</em>.
 * <p>
 *
 * The key's in menu.properties have the following structure:
 *
 * <pre>
 *   menu:                    [file].[name of menu]
 *    e.g:                    menu.file
 *
 *   mnemonics of menu's:     [file].[name of menu].mnemonic
 *    e.g:                    menu.file.mnemonic
 *
 *   mnemonics of menuitems:  [file].[flag for item].[name of menuitem].mnemonic
 *    e.g:                    menu.item.new.mnemonic
 * </pre>
 *
 * TODO: Add registration for new menu items.
 * @deprecated in 0.29.2 by Bob Tarling. This class will be moved and made
 * private in future. Use MenuBarFactory.createApplicationMenuBar
 */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Probably a missing jar
jruby-1.4.0,DESIGN,"// this needs to be split, since conditional calling #inherited doesn't fit standard ruby semantics"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// be dead
sql12,WITHOUT_CLASSIFICATION,"//_listeners.add(ISQLExecutionListener.class, lis);"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// add the types of the parent project
jEdit-4.2,WITHOUT_CLASSIFICATION,"// impl note: since multiple searches now allowed, // extra level in hierarchy"
