formatted_readme,summary,prompt_text,generated_summary
// defer argument checking...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// defer argument checking...

### Response:",DOCUMENTATION
//TODO: should fire its own event and ProjectBrowser //should register a listener,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: should fire its own event and ProjectBrowser //should register a listener

### Response:",TODO
"// If it's a single-arg when but contains an array, we know it's a real literal array // FIXME: This is a gross way to figure it out; parser help similar to yield argument passing (expandArguments) would be better",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// If it's a single-arg when but contains an array, we know it's a real literal array // FIXME: This is a gross way to figure it out; parser help similar to yield argument passing (expandArguments) would be better

### Response:",TEST
/* * TODO: This should not be public. Check all usages of it * and put appropriate methods in an API object. */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/* * TODO: This should not be public. Check all usages of it * and put appropriate methods in an API object. */

### Response:",DESIGN
"// TODO"" What is the purpose of this? Why do we hide buttons here? // Presumably if so we should not assume SelectionClass",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO"" What is the purpose of this? Why do we hide buttons here? // Presumably if so we should not assume SelectionClass

### Response:",DESIGN
"// FIXME: Add at_exit and finalizers to exit, then make exit_bang not call those.",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: Add at_exit and finalizers to exit, then make exit_bang not call those.

### Response:",DESIGN
"// If is a classifier role, it must return the sent messages. // In other cases, returns an empty list. // TODO: Must be the incoming messages or the sent ones?",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// If is a classifier role, it must return the sent messages. // In other cases, returns an empty list. // TODO: Must be the incoming messages or the sent ones?

### Response:",DOCUMENTATION
"// -------------------- Access to property tables -------------------- // This is used to support ant call and similar tasks. It should be // deprecated, it is possible to use a better (more efficient) // mechanism to preserve the context.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// -------------------- Access to property tables -------------------- // This is used to support ant call and similar tasks. It should be // deprecated, it is possible to use a better (more efficient) // mechanism to preserve the context.

### Response:",DESIGN
// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This version differs from ioctl by checking whether fcntl exists // and raising notimplemented if it doesn't; perhaps no difference for us?

### Response:",DOCUMENTATION
// clear name resolvers... don't know if this is necessary.,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// clear name resolvers... don't know if this is necessary.

### Response:",DOCUMENTATION
//real hacky... // used to count the nesting of parentheses,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//real hacky... // used to count the nesting of parentheses

### Response:",IMPLEMENTATION
//TODO: the i==entitySpan-1 bit depends upon subclass implementation (very bad),DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: the i==entitySpan-1 bit depends upon subclass implementation (very bad)

### Response:",IMPLEMENTATION
/** * Copy a file from source to destination. * * TODO: Perhaps belongs in a utilities class of some sort. * * source the source file to be copied * dest the destination file * success status flag */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Copy a file from source to destination. * * TODO: Perhaps belongs in a utilities class of some sort. * * source the source file to be copied * dest the destination file * success status flag */

### Response:",DESIGN
// defer argument checking...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// defer argument checking...

### Response:",DOCUMENTATION
// I'm too tired to think of a better way // to handle this right now.,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// I'm too tired to think of a better way // to handle this right now.

### Response:",DOCUMENTATION
// note that this timestamp is not correct if the connection provider // returns an older JDBC connection that was associated with a // transaction that was already begun before openSession() was called // (don't know any possible solution to this!),DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// note that this timestamp is not correct if the connection provider // returns an older JDBC connection that was associated with a // transaction that was already begun before openSession() was called // (don't know any possible solution to this!)

### Response:",DOCUMENTATION
// CON FIXME: I don't know how to make case be an expression...does that // logic need to go here?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// CON FIXME: I don't know how to make case be an expression...does that // logic need to go here?

### Response:",DESIGN
"/** * Loads the project file and opens all kinds of error message windows * if it doesn't work for some reason. In those cases it preserves * the old project. * * file the file to open. * showUI true if an error message may be shown to the user, * false if run in commandline mode * pmw the ProgressMonitor to be updated; * if not needed, use null * true if the file was successfully opened * * TODO: Separate this into a Swing specific class - tfm */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Loads the project file and opens all kinds of error message windows * if it doesn't work for some reason. In those cases it preserves * the old project. * * file the file to open. * showUI true if an error message may be shown to the user, * false if run in commandline mode * pmw the ProgressMonitor to be updated; * if not needed, use null * true if the file was successfully opened * * TODO: Separate this into a Swing specific class - tfm */

### Response:",DOCUMENTATION
// defer argument checking,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// defer argument checking

### Response:",DOCUMENTATION
"// invoke callMethodMissing method directly // TODO: this could be further optimized, since some DSLs hit method_missing pretty hard...",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// invoke callMethodMissing method directly // TODO: this could be further optimized, since some DSLs hit method_missing pretty hard...

### Response:",DOCUMENTATION
/** * We are getting events we don't want. Filter them out. * TODO: Can we instruct the model event pump not to send these in the * first place? See defect 5095. * event the event */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * We are getting events we don't want. Filter them out. * TODO: Can we instruct the model event pump not to send these in the * first place? See defect 5095. * event the event */

### Response:",TODO
"//TODO: eventually put this back in, once we think all is fixed //Object otherAlias = columnsUnique.put(qualifiedColumn, columnAlias);",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: eventually put this back in, once we think all is fixed //Object otherAlias = columnsUnique.put(qualifiedColumn, columnAlias);

### Response:",TEST
"// todo : hack!!! // NOTE : here we cleanup the load context when we have no more local // LCE entries. This ""works"" for the time being because really // only the collection load contexts are implemented. Long term, // this cleanup should become part of the ""close result set"" // processing from the (sandbox/jdbc) jdbc-container code.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// todo : hack!!! // NOTE : here we cleanup the load context when we have no more local // LCE entries. This ""works"" for the time being because really // only the collection load contexts are implemented. Long term, // this cleanup should become part of the ""close result set"" // processing from the (sandbox/jdbc) jdbc-container code.

### Response:",DESIGN
// switch eats a multi-level break here? // not empty statement,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// switch eats a multi-level break here? // not empty statement

### Response:",DOCUMENTATION
// FIXME: missing arity check,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: missing arity check

### Response:",DEFECT
/** * In contrast to {  getZipName()} returns the member's * name without the prepended name of the project * (but with the extension). <p> * * TODO: This is not used anywhere - shall we remove it? * * Steffen Zschaler * * the member's name without any prefix or suffix */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * In contrast to {  getZipName()} returns the member's * name without the prepended name of the project * (but with the extension). <p> * * TODO: This is not used anywhere - shall we remove it? * * Steffen Zschaler * * the member's name without any prefix or suffix */

### Response:",DOCUMENTATION
// not needed,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// not needed

### Response:",DOCUMENTATION
//TODO: algorithm is n in number of nodes,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: algorithm is n in number of nodes

### Response:",DESIGN
// TODO: Numeric.new works in Ruby and it does here too. However trying to use // that instance in a numeric operation should generate an ArgumentError. Doing // this seems so pathological I do not see the need to fix this now.,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Numeric.new works in Ruby and it does here too. However trying to use // that instance in a numeric operation should generate an ArgumentError. Doing // this seems so pathological I do not see the need to fix this now.

### Response:",TEST
"//TODO: should this be Session.instantiate(Persister, ...)?",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: should this be Session.instantiate(Persister, ...)?

### Response:",DESIGN
// TODO: don't require pop,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: don't require pop

### Response:","TODO: This is a common tag used for indicating that a specific task or feature is yet to be implemented. In this case, it suggests that the requirement to not require 'pop' is not yet implemented. Therefore, the classification is IMPLEMENTATION."
"/** * TODO: The code implementing this method is from 2003 (see issue 2171) - * mechanically integrated by tfmorris in May 2007. Needs to be * reviewed/updated. * * Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement * method for changing text of Message * newOwner model element which should now be listened to */",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * TODO: The code implementing this method is from 2003 (see issue 2171) - * mechanically integrated by tfmorris in May 2007. Needs to be * reviewed/updated. * * Decki,Endi,Yayan, Politechnic of Bandung. Computer Departement * method for changing text of Message * newOwner model element which should now be listened to */

### Response:",DESIGN
// not needed,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// not needed

### Response:",DOCUMENTATION
//TODO: Return content type according to the mime part in the mail,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: Return content type according to the mime part in the mail

### Response:",TASK: DOCUMENTATION
"/** * Create and register diagrams for activity and statemachines in the * model(s) of the project. If no other diagrams are created, a default * Class Diagram will be created. ArgoUML currently requires at least one * diagram for proper operation. * * TODO: Move to XmiFilePersister (protected) * * project * The project */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Create and register diagrams for activity and statemachines in the * model(s) of the project. If no other diagrams are created, a default * Class Diagram will be created. ArgoUML currently requires at least one * diagram for proper operation. * * TODO: Move to XmiFilePersister (protected) * * project * The project */

### Response:",DOCUMENTATION
/* * Not clear what can cause this ? conflicting versions perhaps */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/* * Not clear what can cause this ? conflicting versions perhaps */

### Response:",DOCUMENTATION
// TODO only clear the relevant entry - if possible...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO only clear the relevant entry - if possible...

### Response:",DOCUMENTATION
"// TODO: No one should be sending the deprecated event // from outside ArgoUML, but keep responding to it for now // just in case",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: No one should be sending the deprecated event // from outside ArgoUML, but keep responding to it for now // just in case

### Response:",TODO
// TODO: Not implemented by eUML,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Not implemented by eUML

### Response:",DESIGN
"// If no Fig was created by the code above then we must go // look for the old style constructor that should have fallen // into disuse by now. // Fig(Object, Rectangle, DiagramSettings) // All of these constructors should have been deprecated // at least and replaced with the new signature. This is // here for paranoia only until all Figs have been reviewed.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// If no Fig was created by the code above then we must go // look for the old style constructor that should have fallen // into disuse by now. // Fig(Object, Rectangle, DiagramSettings) // All of these constructors should have been deprecated // at least and replaced with the new signature. This is // here for paranoia only until all Figs have been reviewed.

### Response:",DESIGN
// TODO: All super constrcutors should take a GraphModel,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: All super constrcutors should take a GraphModel

### Response:",DESIGN
// TODO: ruby locks the string here,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: ruby locks the string here

### Response:",DOCUMENTATION
/** * Create an empty but initialized instance of a UML ElementResidence. * * an initialized UML ElementResidence instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Create an empty but initialized instance of a UML ElementResidence. * * an initialized UML ElementResidence instance. * TODO: This needs an extra parameter to specify the model/extent where * the new element should be created. */

### Response:",TODO
"// FIXME: This worries me a bit, since it could allocate a lot with a large newLength",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: This worries me a bit, since it could allocate a lot with a large newLength

### Response:",DESIGN
// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [2] No GeneralizableElement can have a parent // Generalization to an element that is a leaf. // self.parent->forAll(s | not s.isLeaf),DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This is well-formedness rule from UML1.4.2 // 4.5.3.20 [2] No GeneralizableElement can have a parent // Generalization to an element that is a leaf. // self.parent->forAll(s | not s.isLeaf)

### Response:",DESIGN
"// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO should this be deprecated ? (to be efficient, internals should deal with RubyHash directly)

### Response:",DESIGN
// TODO: What progressMgr is to be used here? Where does // it come from?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: What progressMgr is to be used here? Where does // it come from?

### Response:",DOCUMENTATION
// TODO : this is broke for subqueries in statements other than selects...,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO : this is broke for subqueries in statements other than selects...

### Response:",TODO
/** * The UML 1.4 model elements to test. * * TODO: This needs to be updated with a version for UML 2.x. */,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * The UML 1.4 model elements to test. * * TODO: This needs to be updated with a version for UML 2.x. */

### Response:",DOCUMENTATION
// not used,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// not used

### Response:",DOCUMENTATION
// TODO: factor this chunk as in MRI/YARV GETASTER,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: factor this chunk as in MRI/YARV GETASTER

### Response:","TODO: This comment is a DESIGN comment, indicating that a specific design decision has not yet been implemented. The comment suggests that the code should be refactored in a certain way, which is a design concern."
"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body

### Response:",DESIGN
// this call is side-effecty,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// this call is side-effecty

### Response:",IMPLEMENTATION
"// a check, just in case:",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// a check, just in case:

### Response:",DOCUMENTATION
// TODO is this ever used?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO is this ever used?

### Response:",DOCUMENTATION
//TODO: reenable if we also fix the above todo,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//TODO: reenable if we also fix the above todo

### Response:",TODO
// TODO: This can be a mess... There are any better solution? ,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This can be a mess... There are any better solution?

### Response:",TODO: This can be a mess... There are any better solution? - DESIGN
// TODO : not so sure this is needed...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO : not so sure this is needed...

### Response:",DOCUMENTATION
// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: just noticed that MySQL 5.0 supports a multi-bit BIT // column by using the getObject/setObject methods with a byte[]. // So it would be valuable at some point to make this code a bit // more dbms-specific

### Response:",DESIGN
// should the samples be aggregated on thread name or thread group (default) ?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// should the samples be aggregated on thread name or thread group (default) ?

### Response:",DOCUMENTATION
"// TODO: should ""record"" how many properties we have reffered to - and if we // don't get'em'all we throw an exception! Way better than trial and error ;)",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: should ""record"" how many properties we have reffered to - and if we // don't get'em'all we throw an exception! Way better than trial and error ;)

### Response:",TODO
"/** * Check if a string is a valid JMeter 'expression'. * <p> * The current implementation is very basic: it just accepts any string * containing ""${"" as a valid expression. TODO: improve, but keep returning * true for ""${}"". */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * Check if a string is a valid JMeter 'expression'. * <p> * The current implementation is very basic: it just accepts any string * containing ""${"" as a valid expression. TODO: improve, but keep returning * true for ""${}"". */

### Response:",DOCUMENTATION
"// TODO: bindpropertyresults(alias, returnElem)",IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: bindpropertyresults(alias, returnElem)

### Response:",DOCUMENTATION
"// Put a placeholder in entries, so we don't recurse back and try to save() the // same object again. QUESTION: should this be done before onSave() is called? // likewise, should it be done before onUpdate()?",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Put a placeholder in entries, so we don't recurse back and try to save() the // same object again. QUESTION: should this be done before onSave() is called? // likewise, should it be done before onUpdate()?

### Response:",DESIGN
// TODO: Won't our use of PathComparator take care of uniqueness?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Won't our use of PathComparator take care of uniqueness?

### Response:",DOCUMENTATION
